As Of,NAV per Share,Daily NAV Change,Daily NAV Change %
09-Jul-20,52.75,1.07,2.07
08-Jul-20,51.68,0.42,0.82
07-Jul-20,51.26,0.21,0.41
06-Jul-20,51.05,0.67,1.33
03-Jul-20,50.38,0.17,0.34
02-Jul-20,50.21,1.13,2.30
01-Jul-20,49.08,0.33,0.68
30-Jun-20,48.75,1.24,2.61
29-Jun-20,47.51,-1.25,-2.56
26-Jun-20,48.76,0.64,1.33
25-Jun-20,48.12,-0.29,-0.60
24-Jun-20,48.41,0.20,0.41
22-Jun-20,48.21,-0.20,-0.41
19-Jun-20,48.41,0.63,1.32
18-Jun-20,47.78,0.19,0.40
17-Jun-20,47.59,0.43,0.91
16-Jun-20,47.16,1.86,4.11
15-Jun-20,45.30,-0.53,-1.16
12-Jun-20,45.83,0.15,0.33
11-Jun-20,45.68,-0.68,-1.47
10-Jun-20,46.36,0.81,1.78
09-Jun-20,45.55,0.35,0.77
08-Jun-20,45.20,-0.14,-0.31
05-Jun-20,45.34,-0.18,-0.40
04-Jun-20,45.52,-0.13,-0.28
03-Jun-20,45.65,0.45,1.00
02-Jun-20,45.20,0.93,2.10
29-May-20,44.27,0.09,0.20
28-May-20,44.18,0.61,1.40
27-May-20,43.57,-1.41,-3.13
26-May-20,44.98,0.07,0.16
25-May-20,44.91,0.37,0.83
22-May-20,44.54,-0.15,-0.34
20-May-20,44.69,0.65,1.48
19-May-20,44.04,0.12,0.27
18-May-20,43.92,0.65,1.50
15-May-20,43.27,0.86,2.03
14-May-20,42.41,-1.17,-2.68
13-May-20,43.58,-0.19,-0.43
12-May-20,43.77,-0.08,-0.18
11-May-20,43.85,0.42,0.97
08-May-20,43.43,0.41,0.95
07-May-20,43.02,1.07,2.55
06-May-20,41.95,0.73,1.77
05-May-20,41.22,1.58,3.99
04-May-20,39.64,-1.61,-3.90
30-Apr-20,41.25,0.48,1.18
29-Apr-20,40.77,0.24,0.59
28-Apr-20,40.53,-0.05,-0.12
27-Apr-20,40.58,1.12,2.84
24-Apr-20,39.46,-0.46,-1.15
23-Apr-20,39.92,0.76,1.94
22-Apr-20,39.16,0.20,0.51
21-Apr-20,38.96,-0.47,-1.19
20-Apr-20,39.43,0.10,0.25
17-Apr-20,39.33,0.64,1.65
16-Apr-20,38.69,0.73,1.92
15-Apr-20,37.96,-0.05,-0.13
14-Apr-20,38.01,0.87,2.34
09-Apr-20,37.14,1.37,3.83
08-Apr-20,35.77,-0.45,-1.24
07-Apr-20,36.22,1.15,3.28
06-Apr-20,35.07,0.98,2.87
03-Apr-20,34.09,0.55,1.64
02-Apr-20,33.54,-0.55,-1.61
01-Apr-20,34.09,-1.16,-3.29
31-Mar-20,35.25,0.66,1.91
30-Mar-20,34.59,0.20,0.58
27-Mar-20,34.39,-0.63,-1.80
26-Mar-20,35.02,0.09,0.26
25-Mar-20,34.93,0.96,2.83
24-Mar-20,33.97,2.57,8.18
23-Mar-20,31.40,-2.36,-6.99
20-Mar-20,33.76,2.49,7.96
19-Mar-20,31.27,0.33,1.07
18-Mar-20,30.94,-0.25,-0.80
17-Mar-20,31.19,-0.23,-0.73
16-Mar-20,31.42,-1.47,-4.47
13-Mar-20,32.89,-0.41,-1.23
12-Mar-20,33.30,-2.08,-5.88
11-Mar-20,35.38,-0.17,-0.48
10-Mar-20,35.55,0.58,1.66
09-Mar-20,34.97,-2.34,-6.27
06-Mar-20,37.31,-1.94,-4.94
05-Mar-20,39.25,0.02,0.05
04-Mar-20,39.23,-0.15,-0.38
03-Mar-20,39.38,0.67,1.73
02-Mar-20,38.71,0.86,2.27
28-Feb-20,37.85,-1.36,-3.47
27-Feb-20,39.21,-1.75,-4.27
26-Feb-20,40.96,-0.76,-1.82
25-Feb-20,41.72,0.08,0.19
24-Feb-20,41.64,-1.45,-3.37
21-Feb-20,43.09,-1.22,-2.75
20-Feb-20,44.31,-0.07,-0.16
19-Feb-20,44.38,0.59,1.35
18-Feb-20,43.79,-0.03,-0.07
17-Feb-20,43.82,0.12,0.27
14-Feb-20,43.70,0.30,0.69
13-Feb-20,43.40,0.48,1.12
12-Feb-20,42.92,0.18,0.42
11-Feb-20,42.74,0.65,1.54
10-Feb-20,42.09,0.31,0.74
07-Feb-20,41.78,-0.12,-0.29
06-Feb-20,41.90,0.01,0.02
05-Feb-20,41.89,0.35,0.84
04-Feb-20,41.54,1.07,2.64
03-Feb-20,40.47,0.10,0.25
31-Jan-20,40.37,-0.11,-0.27
30-Jan-20,40.48,-0.31,-0.76
29-Jan-20,40.79,0.36,0.89
28-Jan-20,40.43,0.28,0.70
27-Jan-20,40.15,-1.29,-3.11
24-Jan-20,41.44,0.57,1.39
23-Jan-20,40.87,-0.37,-0.90
22-Jan-20,41.24,0.50,1.23
21-Jan-20,40.74,-0.20,-0.49
20-Jan-20,40.94,0.09,0.22
17-Jan-20,40.85,0.27,0.67
16-Jan-20,40.58,0.26,0.64
15-Jan-20,40.32,0.24,0.60
14-Jan-20,40.08,-0.05,-0.12
13-Jan-20,40.13,0.34,0.85
10-Jan-20,39.79,0.31,0.79
09-Jan-20,39.48,0.68,1.75
08-Jan-20,38.80,0.26,0.67
07-Jan-20,38.54,0.52,1.37
06-Jan-20,38.02,-0.28,-0.73
03-Jan-20,38.30,0.03,0.08
02-Jan-20,38.27,0.82,2.19
31-Dec-19,37.45,0.07,0.19
30-Dec-19,37.38,-0.50,-1.32
27-Dec-19,37.88,0.10,0.26
23-Dec-19,37.78,0.18,0.48
20-Dec-19,37.60,0.43,1.16
19-Dec-19,37.17,0.00,0.00
18-Dec-19,37.17,0.29,0.79
17-Dec-19,36.88,0.00,0.00
16-Dec-19,36.88,0.31,0.85
13-Dec-19,36.57,0.27,0.74
12-Dec-19,36.30,0.29,0.81
11-Dec-19,36.01,-0.03,-0.08
10-Dec-19,36.04,-0.25,-0.69
09-Dec-19,36.29,0.08,0.22
06-Dec-19,36.21,0.36,1.00
05-Dec-19,35.85,0.02,0.06
04-Dec-19,35.83,0.40,1.13
03-Dec-19,35.43,-0.47,-1.31
02-Dec-19,35.90,-0.85,-2.31
29-Nov-19,36.75,-0.15,-0.41
28-Nov-19,36.90,0.16,0.44
27-Nov-19,36.74,0.23,0.63
26-Nov-19,36.51,0.21,0.58
25-Nov-19,36.30,0.47,1.31
22-Nov-19,35.83,0.16,0.45
21-Nov-19,35.67,-0.26,-0.72
20-Nov-19,35.93,0.16,0.45
19-Nov-19,35.77,0.08,0.22
18-Nov-19,35.69,0.26,0.73
15-Nov-19,35.43,0.16,0.45
14-Nov-19,35.27,0.10,0.28
13-Nov-19,35.17,-0.15,-0.42
12-Nov-19,35.32,0.43,1.23
11-Nov-19,34.89,0.04,0.11
08-Nov-19,34.85,-0.25,-0.71
07-Nov-19,35.10,0.20,0.57
06-Nov-19,34.90,-0.12,-0.34
05-Nov-19,35.02,0.10,0.29
04-Nov-19,34.92,0.58,1.69
31-Oct-19,34.34,-0.21,-0.61
30-Oct-19,34.55,0.04,0.12
29-Oct-19,34.51,-0.06,-0.17
28-Oct-19,34.57,0.56,1.65
25-Oct-19,34.01,0.36,1.07
24-Oct-19,33.65,0.32,0.96
23-Oct-19,33.33,-0.44,-1.30
22-Oct-19,33.77,0.24,0.72
21-Oct-19,33.53,-0.32,-0.95
18-Oct-19,33.85,-0.42,-1.23
17-Oct-19,34.27,0.02,0.06
16-Oct-19,34.25,-0.41,-1.18
15-Oct-19,34.66,0.18,0.52
14-Oct-19,34.48,0.07,0.20
11-Oct-19,34.41,0.41,1.21
10-Oct-19,34.00,0.21,0.62
09-Oct-19,33.79,-0.04,-0.12
08-Oct-19,33.83,-0.38,-1.11
07-Oct-19,34.21,0.06,0.18
04-Oct-19,34.15,0.95,2.86
03-Oct-19,33.20,-0.10,-0.30
02-Oct-19,33.30,-1.00,-2.92
01-Oct-19,34.30,0.37,1.09
30-Sep-19,33.93,-0.35,-1.02
27-Sep-19,34.28,-0.06,-0.17
26-Sep-19,34.34,0.55,1.63
25-Sep-19,33.79,-1.09,-3.13
24-Sep-19,34.88,0.11,0.32
23-Sep-19,34.77,-0.35,-1.00
20-Sep-19,35.12,0.05,0.14
19-Sep-19,35.07,0.20,0.57
18-Sep-19,34.87,0.03,0.09
17-Sep-19,34.84,0.00,0.00
16-Sep-19,34.84,0.05,0.14
13-Sep-19,34.79,-0.19,-0.54
12-Sep-19,34.98,0.39,1.13
11-Sep-19,34.59,0.33,0.96
10-Sep-19,34.26,-0.86,-2.45
09-Sep-19,35.12,-0.55,-1.54
06-Sep-19,35.67,0.19,0.54
05-Sep-19,35.48,0.13,0.37
04-Sep-19,35.35,0.06,0.17
03-Sep-19,35.29,-0.05,-0.14
02-Sep-19,35.34,0.09,0.26
30-Aug-19,35.25,0.27,0.77
29-Aug-19,34.98,0.73,2.13
28-Aug-19,34.25,-0.57,-1.64
27-Aug-19,34.82,0.32,0.93
26-Aug-19,34.50,-0.61,-1.74
23-Aug-19,35.11,-0.17,-0.48
22-Aug-19,35.28,-0.02,-0.06
21-Aug-19,35.30,0.41,1.18
20-Aug-19,34.89,-0.11,-0.31
19-Aug-19,35.00,0.60,1.74
16-Aug-19,34.40,0.13,0.38
14-Aug-19,34.27,-0.55,-1.58
13-Aug-19,34.82,0.59,1.72
12-Aug-19,34.23,-0.53,-1.52
09-Aug-19,34.76,0.20,0.58
08-Aug-19,34.56,1.03,3.07
07-Aug-19,33.53,-0.38,-1.12
06-Aug-19,33.91,0.10,0.30
05-Aug-19,33.81,-1.39,-3.95
02-Aug-19,35.20,-0.96,-2.65
01-Aug-19,36.16,0.15,0.42
31-Jul-19,36.01,-0.01,-0.03
30-Jul-19,36.02,-0.03,-0.08
29-Jul-19,36.05,-0.46,-1.26
26-Jul-19,36.51,0.43,1.19
25-Jul-19,36.08,0.00,0.00
24-Jul-19,36.08,0.31,0.87
23-Jul-19,35.77,0.20,0.56
22-Jul-19,35.57,-0.15,-0.42
19-Jul-19,35.72,0.36,1.02
18-Jul-19,35.36,-0.12,-0.34
17-Jul-19,35.48,-0.06,-0.17
16-Jul-19,35.54,0.24,0.68
15-Jul-19,35.30,0.14,0.40
12-Jul-19,35.16,0.00,0.00
11-Jul-19,35.16,-0.12,-0.34
10-Jul-19,35.28,0.62,1.79
09-Jul-19,34.66,0.10,0.29
08-Jul-19,34.56,0.12,0.35
05-Jul-19,34.44,-0.25,-0.72
04-Jul-19,34.69,0.17,0.49
03-Jul-19,34.52,0.26,0.76
02-Jul-19,34.26,-0.02,-0.06
01-Jul-19,34.28,0.89,2.67
28-Jun-19,33.39,-0.02,-0.06
27-Jun-19,33.41,0.19,0.57
26-Jun-19,33.22,-0.17,-0.51
25-Jun-19,33.39,-0.19,-0.57
24-Jun-19,33.58,-0.57,-1.67
21-Jun-19,34.15,-0.42,-1.21
20-Jun-19,34.57,0.54,1.59
19-Jun-19,34.03,-0.01,-0.03
18-Jun-19,34.04,0.56,1.67
17-Jun-19,33.48,0.31,0.93
14-Jun-19,33.17,-0.19,-0.57
13-Jun-19,33.36,0.34,1.03
12-Jun-19,33.02,-0.36,-1.08
11-Jun-19,33.38,0.80,2.46
07-Jun-19,32.58,0.79,2.49
06-Jun-19,31.79,-0.04,-0.13
05-Jun-19,31.83,0.81,2.61
04-Jun-19,31.02,-0.38,-1.21
03-Jun-19,31.40,-0.45,-1.41
31-May-19,31.85,-0.28,-0.87
29-May-19,32.13,-0.46,-1.41
28-May-19,32.59,0.38,1.18
27-May-19,32.21,-0.12,-0.37
24-May-19,32.33,0.09,0.28
23-May-19,32.24,-0.75,-2.27
22-May-19,32.99,0.11,0.33
21-May-19,32.88,0.35,1.08
20-May-19,32.53,-0.81,-2.43
17-May-19,33.34,-0.20,-0.60
16-May-19,33.54,0.50,1.51
15-May-19,33.04,0.57,1.76
14-May-19,32.47,-0.05,-0.15
13-May-19,32.52,-0.87,-2.61
10-May-19,33.39,-0.18,-0.54
08-May-19,33.57,-0.15,-0.44
07-May-19,33.72,-0.06,-0.18
06-May-19,33.78,-0.45,-1.31
03-May-19,34.23,0.34,1.00
02-May-19,33.89,-0.21,-0.62
30-Apr-19,34.10,-0.22,-0.64
29-Apr-19,34.32,0.51,1.51
26-Apr-19,33.81,-0.30,-0.88
25-Apr-19,34.11,0.23,0.68
24-Apr-19,33.88,0.32,0.95
23-Apr-19,33.56,0.89,2.72
18-Apr-19,32.67,-0.22,-0.67
17-Apr-19,32.89,-0.20,-0.60
16-Apr-19,33.09,0.09,0.27
15-Apr-19,33.00,0.17,0.52
12-Apr-19,32.83,0.14,0.43
11-Apr-19,32.69,-0.05,-0.15
10-Apr-19,32.74,0.16,0.49
09-Apr-19,32.58,0.25,0.77
08-Apr-19,32.33,-0.23,-0.71
05-Apr-19,32.56,-0.22,-0.67
04-Apr-19,32.78,0.00,0.00
03-Apr-19,32.78,0.41,1.27
02-Apr-19,32.37,0.09,0.28
01-Apr-19,32.28,0.37,1.16
29-Mar-19,31.91,0.30,0.95
28-Mar-19,31.61,-0.01,-0.03
27-Mar-19,31.62,-0.30,-0.94
26-Mar-19,31.92,0.46,1.46
25-Mar-19,31.46,-0.65,-2.02
22-Mar-19,32.11,0.06,0.19
21-Mar-19,32.05,0.37,1.17
20-Mar-19,31.68,0.07,0.22
19-Mar-19,31.61,-0.01,-0.03
18-Mar-19,31.62,0.19,0.60
15-Mar-19,31.43,0.17,0.54
14-Mar-19,31.26,-0.11,-0.35
13-Mar-19,31.37,0.11,0.35
12-Mar-19,31.26,0.17,0.55
11-Mar-19,31.09,0.93,3.08
08-Mar-19,30.16,-0.40,-1.31
07-Mar-19,30.56,-0.34,-1.10
06-Mar-19,30.90,0.17,0.55
05-Mar-19,30.73,-0.43,-1.38
04-Mar-19,31.16,0.34,1.10
01-Mar-19,30.82,0.27,0.88
28-Feb-19,30.55,0.13,0.43
27-Feb-19,30.42,-0.03,-0.10
26-Feb-19,30.45,-0.21,-0.68
25-Feb-19,30.66,0.45,1.49
22-Feb-19,30.21,0.25,0.83
21-Feb-19,29.96,-0.36,-1.19
20-Feb-19,30.32,0.21,0.70
19-Feb-19,30.11,0.08,0.27
18-Feb-19,30.03,0.06,0.20
15-Feb-19,29.97,0.07,0.23
14-Feb-19,29.90,-0.15,-0.50
13-Feb-19,30.05,0.21,0.70
12-Feb-19,29.84,0.33,1.12
11-Feb-19,29.51,0.51,1.76
08-Feb-19,29.00,-0.27,-0.92
07-Feb-19,29.27,-0.28,-0.95
06-Feb-19,29.55,0.08,0.27
05-Feb-19,29.47,0.37,1.27
04-Feb-19,29.10,0.48,1.68
01-Feb-19,28.62,-0.15,-0.52
31-Jan-19,28.77,0.76,2.71
30-Jan-19,28.01,-0.02,-0.07
29-Jan-19,28.03,0.02,0.07
28-Jan-19,28.01,-0.39,-1.37
25-Jan-19,28.40,0.52,1.87
24-Jan-19,27.88,-0.10,-0.36
23-Jan-19,27.98,0.02,0.07
22-Jan-19,27.96,-0.28,-0.99
21-Jan-19,28.24,0.28,1.00
18-Jan-19,27.96,0.32,1.16
17-Jan-19,27.64,-0.07,-0.25
16-Jan-19,27.71,0.45,1.65
15-Jan-19,27.26,0.58,2.17
14-Jan-19,26.68,-0.38,-1.40
11-Jan-19,27.06,0.41,1.54
10-Jan-19,26.65,-0.25,-0.93
09-Jan-19,26.90,0.27,1.01
08-Jan-19,26.63,0.56,2.15
07-Jan-19,26.07,0.69,2.72
04-Jan-19,25.38,0.34,1.36
03-Jan-19,25.04,-0.35,-1.38
02-Jan-19,25.39,-0.22,-0.86
31-Dec-18,25.61,0.22,0.87
28-Dec-18,25.39,0.57,2.30
27-Dec-18,24.82,0.04,0.16
21-Dec-18,24.78,-0.48,-1.90
20-Dec-18,25.26,-0.81,-3.11
19-Dec-18,26.07,0.08,0.31
18-Dec-18,25.99,-0.14,-0.54
17-Dec-18,26.13,-0.85,-3.15
14-Dec-18,26.98,-0.30,-1.10
13-Dec-18,27.28,-0.06,-0.22
12-Dec-18,27.34,0.13,0.48
11-Dec-18,27.21,0.69,2.60
10-Dec-18,26.52,-0.83,-3.03
07-Dec-18,27.35,0.74,2.78
06-Dec-18,26.61,-0.77,-2.81
05-Dec-18,27.38,-0.79,-2.80
04-Dec-18,28.17,-0.19,-0.67
03-Dec-18,28.36,0.74,2.68
30-Nov-18,27.62,0.13,0.47
29-Nov-18,27.49,0.38,1.40
28-Nov-18,27.11,0.49,1.84
27-Nov-18,26.62,0.30,1.14
26-Nov-18,26.32,0.40,1.54
23-Nov-18,25.92,0.10,0.39
22-Nov-18,25.82,0.06,0.23
21-Nov-18,25.76,0.77,3.08
20-Nov-18,24.99,-1.54,-5.80
19-Nov-18,26.53,-0.73,-2.68
16-Nov-18,27.26,0.31,1.15
15-Nov-18,26.95,-0.09,-0.33
14-Nov-18,27.04,0.03,0.11
13-Nov-18,27.01,-0.34,-1.24
12-Nov-18,27.35,-0.47,-1.69
09-Nov-18,27.82,-0.71,-2.49
08-Nov-18,28.53,0.44,1.57
07-Nov-18,28.09,0.19,0.68
06-Nov-18,27.90,0.21,0.76
05-Nov-18,27.69,-0.59,-2.09
02-Nov-18,28.28,0.48,1.73
31-Oct-18,27.80,1.50,5.70
30-Oct-18,26.30,-0.75,-2.77
29-Oct-18,27.05,0.12,0.45
26-Oct-18,26.93,-0.36,-1.32
25-Oct-18,27.29,-0.58,-2.08
24-Oct-18,27.87,0.33,1.20
23-Oct-18,27.54,-0.44,-1.57
22-Oct-18,27.98,-0.63,-2.20
19-Oct-18,28.61,-0.27,-0.93
18-Oct-18,28.88,-0.17,-0.59
17-Oct-18,29.05,0.68,2.40
16-Oct-18,28.37,0.48,1.72
15-Oct-18,27.89,-0.50,-1.76
12-Oct-18,28.39,0.53,1.90
11-Oct-18,27.86,-0.50,-1.76
10-Oct-18,28.36,-1.16,-3.93
09-Oct-18,29.52,-0.31,-1.04
08-Oct-18,29.83,-0.31,-1.03
05-Oct-18,30.14,-0.70,-2.27
04-Oct-18,30.84,-0.28,-0.90
03-Oct-18,31.12,-0.22,-0.70
02-Oct-18,31.34,-0.22,-0.70
01-Oct-18,31.56,0.23,0.73
28-Sep-18,31.33,0.10,0.32
27-Sep-18,31.23,0.25,0.81
26-Sep-18,30.98,0.18,0.58
25-Sep-18,30.80,0.34,1.12
24-Sep-18,30.46,-0.37,-1.20
21-Sep-18,30.83,0.26,0.85
20-Sep-18,30.57,-0.04,-0.13
19-Sep-18,30.61,0.00,0.00
18-Sep-18,30.61,-0.15,-0.49
17-Sep-18,30.76,-0.39,-1.25
14-Sep-18,31.15,0.07,0.23
13-Sep-18,31.08,0.24,0.78
12-Sep-18,30.84,-0.11,-0.36
11-Sep-18,30.95,0.30,0.98
10-Sep-18,30.65,-0.16,-0.52
07-Sep-18,30.81,0.15,0.49
06-Sep-18,30.66,-0.34,-1.10
05-Sep-18,31.00,-0.51,-1.62
04-Sep-18,31.51,0.06,0.19
03-Sep-18,31.45,0.13,0.42
31-Aug-18,31.32,-0.05,-0.16
30-Aug-18,31.37,0.12,0.38
29-Aug-18,31.25,0.18,0.58
28-Aug-18,31.07,-0.13,-0.42
27-Aug-18,31.20,0.34,1.10
24-Aug-18,30.86,0.06,0.19
23-Aug-18,30.80,0.58,1.92
22-Aug-18,30.22,-0.20,-0.66
21-Aug-18,30.42,0.21,0.70
20-Aug-18,30.21,0.04,0.13
17-Aug-18,30.17,-0.21,-0.69
16-Aug-18,30.38,-0.44,-1.43
14-Aug-18,30.82,-0.36,-1.15
13-Aug-18,31.18,0.17,0.55
10-Aug-18,31.01,0.20,0.65
09-Aug-18,30.81,0.25,0.82
08-Aug-18,30.56,0.10,0.33
07-Aug-18,30.46,0.26,0.86
06-Aug-18,30.20,0.12,0.40
03-Aug-18,30.08,0.59,2.00
02-Aug-18,29.49,0.09,0.31
01-Aug-18,29.40,0.32,1.10
31-Jul-18,29.08,-0.34,-1.16
30-Jul-18,29.42,-1.12,-3.67
27-Jul-18,30.54,0.26,0.86
26-Jul-18,30.28,-0.11,-0.36
25-Jul-18,30.39,-0.22,-0.72
24-Jul-18,30.61,0.50,1.66
23-Jul-18,30.11,-0.29,-0.95
20-Jul-18,30.40,-0.21,-0.69
19-Jul-18,30.61,-0.03,-0.10
18-Jul-18,30.64,0.51,1.69
17-Jul-18,30.13,-0.06,-0.20
16-Jul-18,30.19,-0.06,-0.20
13-Jul-18,30.25,0.28,0.93
12-Jul-18,29.97,0.52,1.77
11-Jul-18,29.45,-0.27,-0.91
10-Jul-18,29.72,0.23,0.78
09-Jul-18,29.49,0.40,1.38
06-Jul-18,29.09,0.11,0.38
05-Jul-18,28.98,0.00,0.00
04-Jul-18,28.98,-0.23,-0.79
03-Jul-18,29.21,0.06,0.21
02-Jul-18,29.15,-0.20,-0.68
29-Jun-18,29.35,0.39,1.35
28-Jun-18,28.96,-0.61,-2.06
27-Jun-18,29.57,0.25,0.85
26-Jun-18,29.32,-0.02,-0.07
25-Jun-18,29.34,-0.66,-2.20
22-Jun-18,30.00,-0.63,-2.06
21-Jun-18,30.63,-0.21,-0.68
20-Jun-18,30.84,0.34,1.11
19-Jun-18,30.50,-0.20,-0.65
18-Jun-18,30.70,0.05,0.16
15-Jun-18,30.65,0.07,0.23
14-Jun-18,30.58,0.51,1.70
13-Jun-18,30.07,0.32,1.08
12-Jun-18,29.75,0.13,0.44
11-Jun-18,29.62,0.25,0.85
08-Jun-18,29.37,-0.32,-1.08
07-Jun-18,29.69,0.04,0.13
06-Jun-18,29.65,-0.31,-1.03
05-Jun-18,29.96,0.51,1.73
04-Jun-18,29.45,0.38,1.31
01-Jun-18,29.07,0.06,0.21
31-May-18,29.01,0.19,0.66
30-May-18,28.82,-0.17,-0.59
29-May-18,28.99,0.00,0.00
28-May-18,28.99,0.11,0.38
25-May-18,28.88,0.35,1.23
24-May-18,28.53,0.20,0.71
23-May-18,28.33,-0.07,-0.25
22-May-18,28.40,0.04,0.14
18-May-18,28.36,0.02,0.07
17-May-18,28.34,0.05,0.18
16-May-18,28.29,0.33,1.18
15-May-18,27.96,-0.32,-1.13
14-May-18,28.28,0.12,0.43
11-May-18,28.16,0.28,1.00
09-May-18,27.88,0.24,0.87
08-May-18,27.64,0.18,0.66
07-May-18,27.46,0.67,2.50
04-May-18,26.79,0.10,0.37
03-May-18,26.69,-0.16,-0.60
02-May-18,26.85,0.47,1.78
30-Apr-18,26.38,0.11,0.42
27-Apr-18,26.27,0.42,1.62
26-Apr-18,25.85,0.50,1.97
25-Apr-18,25.35,-0.85,-3.24
24-Apr-18,26.20,-0.02,-0.08
23-Apr-18,26.22,-0.07,-0.27
20-Apr-18,26.29,-0.16,-0.60
19-Apr-18,26.45,0.04,0.15
18-Apr-18,26.41,0.17,0.65
17-Apr-18,26.24,0.44,1.71
16-Apr-18,25.80,-0.27,-1.04
13-Apr-18,26.07,-0.05,-0.19
12-Apr-18,26.12,0.31,1.20
11-Apr-18,25.81,0.21,0.82
10-Apr-18,25.60,0.02,0.08
09-Apr-18,25.58,-0.19,-0.74
06-Apr-18,25.77,-0.18,-0.69
05-Apr-18,25.95,0.93,3.72
04-Apr-18,25.02,-0.47,-1.84
03-Apr-18,25.49,0.10,0.39
29-Mar-18,25.39,-0.26,-1.01
28-Mar-18,25.65,-1.05,-3.93
27-Mar-18,26.70,0.44,1.68
26-Mar-18,26.26,-0.13,-0.49
23-Mar-18,26.39,-0.43,-1.60
22-Mar-18,26.82,-0.54,-1.97
21-Mar-18,27.36,0.09,0.33
20-Mar-18,27.27,0.22,0.81
19-Mar-18,27.05,-0.52,-1.89
16-Mar-18,27.57,0.07,0.25
15-Mar-18,27.50,0.17,0.62
14-Mar-18,27.33,-0.14,-0.51
13-Mar-18,27.47,-0.15,-0.54
12-Mar-18,27.62,0.31,1.14
09-Mar-18,27.31,0.32,1.19
08-Mar-18,26.99,0.52,1.96
07-Mar-18,26.47,-0.04,-0.15
06-Mar-18,26.51,0.54,2.08
05-Mar-18,25.97,0.28,1.09
02-Mar-18,25.69,-0.64,-2.43
01-Mar-18,26.33,-0.37,-1.39
28-Feb-18,26.70,0.13,0.49
27-Feb-18,26.57,0.08,0.30
26-Feb-18,26.49,0.43,1.65
23-Feb-18,26.06,0.21,0.81
22-Feb-18,25.85,-0.21,-0.81
21-Feb-18,26.06,0.31,1.20
20-Feb-18,25.75,0.20,0.78
19-Feb-18,25.55,0.07,0.27
16-Feb-18,25.48,0.32,1.27
15-Feb-18,25.16,0.47,1.90
14-Feb-18,24.69,0.39,1.60
13-Feb-18,24.30,0.05,0.21
12-Feb-18,24.25,0.18,0.75
09-Feb-18,24.07,-0.56,-2.27
08-Feb-18,24.63,-0.13,-0.53
07-Feb-18,24.76,0.31,1.27
06-Feb-18,24.45,-0.52,-2.08
05-Feb-18,24.97,-0.43,-1.69
02-Feb-18,25.40,-0.48,-1.85
01-Feb-18,25.88,-0.01,-0.04
31-Jan-18,25.89,0.24,0.94
30-Jan-18,25.65,-0.69,-2.62
29-Jan-18,26.34,0.40,1.54
26-Jan-18,25.94,0.26,1.01
25-Jan-18,25.68,-0.34,-1.31
24-Jan-18,26.02,-0.20,-0.76
23-Jan-18,26.22,0.31,1.20
22-Jan-18,25.91,0.07,0.27
19-Jan-18,25.84,0.12,0.47
18-Jan-18,25.72,0.23,0.90
17-Jan-18,25.49,-0.31,-1.20
16-Jan-18,25.80,0.34,1.34
15-Jan-18,25.46,-0.11,-0.43
12-Jan-18,25.57,-0.05,-0.20
11-Jan-18,25.62,0.01,0.04
10-Jan-18,25.61,-0.29,-1.12
09-Jan-18,25.90,0.15,0.58
08-Jan-18,25.75,0.33,1.30
05-Jan-18,25.42,0.17,0.67
04-Jan-18,25.25,0.12,0.48
03-Jan-18,25.13,0.47,1.91
02-Jan-18,24.66,0.16,0.65
29-Dec-17,24.50,-0.14,-0.57
28-Dec-17,24.64,-0.01,-0.04
27-Dec-17,24.65,-0.19,-0.76
22-Dec-17,24.84,0.03,0.12
21-Dec-17,24.81,-0.04,-0.16
20-Dec-17,24.85,-0.22,-0.88
19-Dec-17,25.07,0.00,0.00
18-Dec-17,25.07,0.35,1.42
15-Dec-17,24.72,0.02,0.08
14-Dec-17,24.70,-0.06,-0.24
13-Dec-17,24.76,0.02,0.08
12-Dec-17,24.74,0.11,0.45
11-Dec-17,24.63,-0.08,-0.32
08-Dec-17,24.71,0.49,2.02
07-Dec-17,24.22,0.29,1.21
06-Dec-17,23.93,-0.12,-0.50
05-Dec-17,24.05,-0.32,-1.31
04-Dec-17,24.37,-0.05,-0.20
01-Dec-17,24.42,-0.01,-0.04
30-Nov-17,24.43,-0.64,-2.55
29-Nov-17,25.07,-0.30,-1.18
28-Nov-17,25.37,0.04,0.16
27-Nov-17,25.33,-0.10,-0.39
24-Nov-17,25.43,-0.10,-0.39
23-Nov-17,25.53,-0.17,-0.66
22-Nov-17,25.70,-0.08,-0.31
21-Nov-17,25.78,0.34,1.34
20-Nov-17,25.44,0.16,0.63
17-Nov-17,25.28,0.09,0.36
16-Nov-17,25.19,0.43,1.74
15-Nov-17,24.76,-0.39,-1.55
14-Nov-17,25.15,-0.13,-0.51
13-Nov-17,25.28,0.05,0.20
10-Nov-17,25.23,0.03,0.12
09-Nov-17,25.20,-0.15,-0.59
08-Nov-17,25.35,-0.07,-0.28
07-Nov-17,25.42,0.07,0.28
06-Nov-17,25.35,0.27,1.08
03-Nov-17,25.08,0.20,0.80
02-Nov-17,24.88,0.07,0.28
31-Oct-17,24.81,0.09,0.36
30-Oct-17,24.72,0.16,0.65
27-Oct-17,24.56,0.53,2.21
26-Oct-17,24.03,0.09,0.38
25-Oct-17,23.94,0.01,0.04
24-Oct-17,23.93,-0.13,-0.54
23-Oct-17,24.06,0.09,0.38
